FeatureCode,DateCode,Measurement,Units,Value,Population Group,Breastfeeding Data Collection Time
S08000022,2008/2009,Ratio,Percent Of Babies,33.38,Exclusively Breastfed,6 To 8 Week Review
S08000024,2008/2009,Ratio,Percent Of Babies,60.15,Breastfed,First Visit
S08000024,2008/2009,Ratio,Percent Of Babies,48.5,Exclusively Breastfed,First Visit
S08000024,2008/2009,Ratio,Percent Of Babies,48.54,Breastfed,6 To 8 Week Review
S08000024,2008/2009,Ratio,Percent Of Babies,36.37,Exclusively Breastfed,6 To 8 Week Review
S08000026,2008/2009,Ratio,Percent Of Babies,64.56,Breastfed,First Visit
S08000026,2008/2009,Ratio,Percent Of Babies,56.12,Exclusively Breastfed,First Visit
S08000026,2008/2009,Ratio,Percent Of Babies,52.46,Breastfed,6 To 8 Week Review
S08000026,2008/2009,Ratio,Percent Of Babies,43.44,Exclusively Breastfed,6 To 8 Week Review
S08000028,2008/2009,Ratio,Percent Of Babies,57.36,Breastfed,First Visit
S08000028,2008/2009,Ratio,Percent Of Babies,45.18,Exclusively Breastfed,First Visit
S08000028,2008/2009,Ratio,Percent Of Babies,45.6,Breastfed,6 To 8 Week Review
S08000028,2008/2009,Ratio,Percent Of Babies,34.2,Exclusively Breastfed,6 To 8 Week Review
S08000029,2008/2009,Ratio,Percent Of Babies,45.62,Breastfed,First Visit
S08000029,2008/2009,Ratio,Percent Of Babies,39.6,Exclusively Breastfed,First Visit
S08000029,2008/2009,Ratio,Percent Of Babies,35.21,Breastfed,6 To 8 Week Review
S08000029,2008/2009,Ratio,Percent Of Babies,26.4,Exclusively Breastfed,6 To 8 Week Review
S08000030,2008/2009,Ratio,Percent Of Babies,46.88,Breastfed,First Visit
S08000030,2008/2009,Ratio,Percent Of Babies,40.49,Exclusively Breastfed,First Visit
S08000030,2008/2009,Ratio,Percent Of Babies,35.77,Breastfed,6 To 8 Week Review
S08000030,2008/2009,Ratio,Percent Of Babies,26.76,Exclusively Breastfed,6 To 8 Week Review
S08000015,2009/2010,Ratio,Percent Of Babies,35.47,Breastfed,First Visit
S08000015,2009/2010,Ratio,Percent Of Babies,29.84,Exclusively Breastfed,First Visit
S08000015,2009/2010,Ratio,Percent Of Babies,25.03,Breastfed,6 To 8 Week Review
S08000015,2009/2010,Ratio,Percent Of Babies,18.44,Exclusively Breastfed,6 To 8 Week Review
S08000016,2009/2010,Ratio,Percent Of Babies,52.87,Breastfed,First Visit
S08000016,2009/2010,Ratio,Percent Of Babies,40.92,Exclusively Breastfed,First Visit
S08000016,2009/2010,Ratio,Percent Of Babies,43.26,Breastfed,6 To 8 Week Review
S08000016,2009/2010,Ratio,Percent Of Babies,30.47,Exclusively Breastfed,6 To 8 Week Review
S08000017,2009/2010,Ratio,Percent Of Babies,43.16,Breastfed,First Visit
S08000017,2009/2010,Ratio,Percent Of Babies,32.87,Exclusively Breastfed,First Visit
S08000017,2009/2010,Ratio,Percent Of Babies,32.74,Breastfed,6 To 8 Week Review
S08000017,2009/2010,Ratio,Percent Of Babies,22.12,Exclusively Breastfed,6 To 8 Week Review
S08000019,2009/2010,Ratio,Percent Of Babies,39.8,Breastfed,First Visit
S08000019,2009/2010,Ratio,Percent Of Babies,31.26,Exclusively Breastfed,First Visit
S08000019,2009/2010,Ratio,Percent Of Babies,29.61,Breastfed,6 To 8 Week Review
S08000019,2009/2010,Ratio,Percent Of Babies,22.8,Exclusively Breastfed,6 To 8 Week Review
S08000022,2009/2010,Ratio,Percent Of Babies,51.03,Breastfed,First Visit
S08000022,2009/2010,Ratio,Percent Of Babies,43.23,Exclusively Breastfed,First Visit
S08000022,2009/2010,Ratio,Percent Of Babies,40.31,Breastfed,6 To 8 Week Review
S08000022,2009/2010,Ratio,Percent Of Babies,31.72,Exclusively Breastfed,6 To 8 Week Review
S08000024,2009/2010,Ratio,Percent Of Babies,60.76,Breastfed,First Visit
S08000024,2009/2010,Ratio,Percent Of Babies,47.97,Exclusively Breastfed,First Visit
S08000024,2009/2010,Ratio,Percent Of Babies,49.56,Breastfed,6 To 8 Week Review
S08000024,2009/2010,Ratio,Percent Of Babies,36.09,Exclusively Breastfed,6 To 8 Week Review
S08000026,2009/2010,Ratio,Percent Of Babies,60.89,Breastfed,First Visit
S08000026,2009/2010,Ratio,Percent Of Babies,52.03,Exclusively Breastfed,First Visit
S08000026,2009/2010,Ratio,Percent Of Babies,51.29,Breastfed,6 To 8 Week Review
S08000026,2009/2010,Ratio,Percent Of Babies,40.22,Exclusively Breastfed,6 To 8 Week Review
S08000028,2009/2010,Ratio,Percent Of Babies,41.49,Breastfed,First Visit
S08000028,2009/2010,Ratio,Percent Of Babies,32.98,Exclusively Breastfed,First Visit
S08000028,2009/2010,Ratio,Percent Of Babies,34.69,Breastfed,6 To 8 Week Review
S08000028,2009/2010,Ratio,Percent Of Babies,25.17,Exclusively Breastfed,6 To 8 Week Review
S08000029,2009/2010,Ratio,Percent Of Babies,45.64,Breastfed,First Visit
S08000029,2009/2010,Ratio,Percent Of Babies,38.38,Exclusively Breastfed,First Visit
S08000029,2009/2010,Ratio,Percent Of Babies,33.97,Breastfed,6 To 8 Week Review
S08000029,2009/2010,Ratio,Percent Of Babies,25.47,Exclusively Breastfed,6 To 8 Week Review
S08000030,2009/2010,Ratio,Percent Of Babies,48.65,Breastfed,First Visit
S08000030,2009/2010,Ratio,Percent Of Babies,40.67,Exclusively Breastfed,First Visit
S08000030,2009/2010,Ratio,Percent Of Babies,36.82,Breastfed,6 To 8 Week Review
S08000030,2009/2010,Ratio,Percent Of Babies,26.48,Exclusively Breastfed,6 To 8 Week Review
S08000015,2010/2011,Ratio,Percent Of Babies,33.76,Breastfed,First Visit
S08000015,2010/2011,Ratio,Percent Of Babies,27.74,Exclusively Breastfed,First Visit
S08000015,2010/2011,Ratio,Percent Of Babies,24.74,Breastfed,6 To 8 Week Review
S08000015,2010/2011,Ratio,Percent Of Babies,17.82,Exclusively Breastfed,6 To 8 Week Review
S08000016,2010/2011,Ratio,Percent Of Babies,51.67,Breastfed,First Visit
S08000016,2010/2011,Ratio,Percent Of Babies,38.95,Exclusively Breastfed,First Visit
S08000016,2010/2011,Ratio,Percent Of Babies,40.87,Breastfed,6 To 8 Week Review
S08000016,2010/2011,Ratio,Percent Of Babies,29.28,Exclusively Breastfed,6 To 8 Week Review
S08000017,2010/2011,Ratio,Percent Of Babies,41.6,Breastfed,First Visit
S08000017,2010/2011,Ratio,Percent Of Babies,32.95,Exclusively Breastfed,First Visit
S08000017,2010/2011,Ratio,Percent Of Babies,31.12,Breastfed,6 To 8 Week Review
S08000017,2010/2011,Ratio,Percent Of Babies,21.77,Exclusively Breastfed,6 To 8 Week Review
S08000019,2010/2011,Ratio,Percent Of Babies,39.59,Breastfed,First Visit
S08000019,2010/2011,Ratio,Percent Of Babies,31.96,Exclusively Breastfed,First Visit
S08000019,2010/2011,Ratio,Percent Of Babies,31.37,Breastfed,6 To 8 Week Review
S08000019,2010/2011,Ratio,Percent Of Babies,23.15,Exclusively Breastfed,6 To 8 Week Review
S08000020,2010/2011,Ratio,Percent Of Babies,57.98,Breastfed,First Visit
S08000020,2010/2011,Ratio,Percent Of Babies,44.04,Exclusively Breastfed,First Visit
S08000020,2010/2011,Ratio,Percent Of Babies,46.03,Breastfed,6 To 8 Week Review
S08000020,2010/2011,Ratio,Percent Of Babies,32.11,Exclusively Breastfed,6 To 8 Week Review
S08000022,2010/2011,Ratio,Percent Of Babies,51.91,Breastfed,First Visit
S08000022,2010/2011,Ratio,Percent Of Babies,42.57,Exclusively Breastfed,First Visit
S08000022,2010/2011,Ratio,Percent Of Babies,41.33,Breastfed,6 To 8 Week Review
S08000022,2010/2011,Ratio,Percent Of Babies,31.47,Exclusively Breastfed,6 To 8 Week Review
S08000024,2010/2011,Ratio,Percent Of Babies,61.12,Breastfed,First Visit
S08000024,2010/2011,Ratio,Percent Of Babies,46.76,Exclusively Breastfed,First Visit
S08000024,2010/2011,Ratio,Percent Of Babies,49.09,Breastfed,6 To 8 Week Review
S08000024,2010/2011,Ratio,Percent Of Babies,35.06,Exclusively Breastfed,6 To 8 Week Review
S08000025,2010/2011,Ratio,Percent Of Babies,61.29,Breastfed,First Visit
S08000025,2010/2011,Ratio,Percent Of Babies,50,Exclusively Breastfed,First Visit
S08000025,2010/2011,Ratio,Percent Of Babies,50.83,Breastfed,6 To 8 Week Review
S08000025,2010/2011,Ratio,Percent Of Babies,44.17,Exclusively Breastfed,6 To 8 Week Review
S08000026,2010/2011,Ratio,Percent Of Babies,68.46,Breastfed,First Visit
S08000026,2010/2011,Ratio,Percent Of Babies,56.02,Exclusively Breastfed,First Visit
S08000026,2010/2011,Ratio,Percent Of Babies,58.66,Breastfed,6 To 8 Week Review
S08000026,2010/2011,Ratio,Percent Of Babies,44.09,Exclusively Breastfed,6 To 8 Week Review
S08000028,2010/2011,Ratio,Percent Of Babies,45.41,Breastfed,First Visit
S08000028,2010/2011,Ratio,Percent Of Babies,36.7,Exclusively Breastfed,First Visit
S08000028,2010/2011,Ratio,Percent Of Babies,38.73,Breastfed,6 To 8 Week Review
S08000028,2010/2011,Ratio,Percent Of Babies,26.47,Exclusively Breastfed,6 To 8 Week Review
S08000029,2010/2011,Ratio,Percent Of Babies,45.47,Breastfed,First Visit
S08000029,2010/2011,Ratio,Percent Of Babies,36.66,Exclusively Breastfed,First Visit
S08000029,2010/2011,Ratio,Percent Of Babies,34.21,Breastfed,6 To 8 Week Review
S08000029,2010/2011,Ratio,Percent Of Babies,25.47,Exclusively Breastfed,6 To 8 Week Review
S08000030,2010/2011,Ratio,Percent Of Babies,47.59,Breastfed,First Visit
S08000030,2010/2011,Ratio,Percent Of Babies,39.42,Exclusively Breastfed,First Visit
S08000030,2010/2011,Ratio,Percent Of Babies,36.83,Breastfed,6 To 8 Week Review
S08000030,2010/2011,Ratio,Percent Of Babies,25.95,Exclusively Breastfed,6 To 8 Week Review
S08000015,2011/2012,Ratio,Percent Of Babies,32.94,Breastfed,First Visit
S08000015,2011/2012,Ratio,Percent Of Babies,27.61,Exclusively Breastfed,First Visit
S08000015,2011/2012,Ratio,Percent Of Babies,23.43,Breastfed,6 To 8 Week Review
S08000015,2011/2012,Ratio,Percent Of Babies,17.82,Exclusively Breastfed,6 To 8 Week Review
S08000016,2011/2012,Ratio,Percent Of Babies,51.23,Breastfed,First Visit
S08000016,2011/2012,Ratio,Percent Of Babies,39.59,Exclusively Breastfed,First Visit
S08000016,2011/2012,Ratio,Percent Of Babies,44.3,Breastfed,6 To 8 Week Review
S08000016,2011/2012,Ratio,Percent Of Babies,32.4,Exclusively Breastfed,6 To 8 Week Review
S08000017,2011/2012,Ratio,Percent Of Babies,43.66,Breastfed,First Visit
S08000017,2011/2012,Ratio,Percent Of Babies,34,Exclusively Breastfed,First Visit
S08000017,2011/2012,Ratio,Percent Of Babies,32.12,Breastfed,6 To 8 Week Review
S08000017,2011/2012,Ratio,Percent Of Babies,23.62,Exclusively Breastfed,6 To 8 Week Review
S08000019,2011/2012,Ratio,Percent Of Babies,41.17,Breastfed,First Visit
S08000019,2011/2012,Ratio,Percent Of Babies,32.75,Exclusively Breastfed,First Visit
S08000019,2011/2012,Ratio,Percent Of Babies,31.28,Breastfed,6 To 8 Week Review
S08000019,2011/2012,Ratio,Percent Of Babies,23.85,Exclusively Breastfed,6 To 8 Week Review
S08000020,2011/2012,Ratio,Percent Of Babies,58.12,Breastfed,First Visit
S08000020,2011/2012,Ratio,Percent Of Babies,43.32,Exclusively Breastfed,First Visit
S08000020,2011/2012,Ratio,Percent Of Babies,44.84,Breastfed,6 To 8 Week Review
S08000020,2011/2012,Ratio,Percent Of Babies,31.36,Exclusively Breastfed,6 To 8 Week Review
S08000022,2011/2012,Ratio,Percent Of Babies,51.32,Breastfed,First Visit
S08000022,2011/2012,Ratio,Percent Of Babies,41.88,Exclusively Breastfed,First Visit
S08000022,2011/2012,Ratio,Percent Of Babies,39.81,Breastfed,6 To 8 Week Review
S08000022,2011/2012,Ratio,Percent Of Babies,30.17,Exclusively Breastfed,6 To 8 Week Review
S08000024,2011/2012,Ratio,Percent Of Babies,60.87,Breastfed,First Visit
S08000024,2011/2012,Ratio,Percent Of Babies,45.19,Exclusively Breastfed,First Visit
S08000024,2011/2012,Ratio,Percent Of Babies,48.82,Breastfed,6 To 8 Week Review
S08000024,2011/2012,Ratio,Percent Of Babies,33.8,Exclusively Breastfed,6 To 8 Week Review
S08000025,2011/2012,Ratio,Percent Of Babies,72.22,Breastfed,First Visit
S08000025,2011/2012,Ratio,Percent Of Babies,57.58,Exclusively Breastfed,First Visit
S08000025,2011/2012,Ratio,Percent Of Babies,58.86,Breastfed,6 To 8 Week Review
S08000025,2011/2012,Ratio,Percent Of Babies,45.14,Exclusively Breastfed,6 To 8 Week Review
S08000026,2011/2012,Ratio,Percent Of Babies,60.16,Breastfed,First Visit
S08000026,2011/2012,Ratio,Percent Of Babies,51.79,Exclusively Breastfed,First Visit
S08000026,2011/2012,Ratio,Percent Of Babies,52.57,Breastfed,6 To 8 Week Review
S08000026,2011/2012,Ratio,Percent Of Babies,41.11,Exclusively Breastfed,6 To 8 Week Review
S08000028,2011/2012,Ratio,Percent Of Babies,51.07,Breastfed,First Visit
S08000028,2011/2012,Ratio,Percent Of Babies,43.35,Exclusively Breastfed,First Visit
S08000028,2011/2012,Ratio,Percent Of Babies,41.63,Breastfed,6 To 8 Week Review
S08000028,2011/2012,Ratio,Percent Of Babies,33.48,Exclusively Breastfed,6 To 8 Week Review
S08000029,2011/2012,Ratio,Percent Of Babies,44.61,Breastfed,First Visit
S08000029,2011/2012,Ratio,Percent Of Babies,36.31,Exclusively Breastfed,First Visit
S08000029,2011/2012,Ratio,Percent Of Babies,33.8,Breastfed,6 To 8 Week Review
S08000029,2011/2012,Ratio,Percent Of Babies,25.25,Exclusively Breastfed,6 To 8 Week Review
S08000030,2011/2012,Ratio,Percent Of Babies,47.2,Breastfed,First Visit
S08000030,2011/2012,Ratio,Percent Of Babies,38.38,Exclusively Breastfed,First Visit
S08000030,2011/2012,Ratio,Percent Of Babies,35.66,Breastfed,6 To 8 Week Review
S08000030,2011/2012,Ratio,Percent Of Babies,26.19,Exclusively Breastfed,6 To 8 Week Review
S08000015,2012/2013,Ratio,Percent Of Babies,32.83,Breastfed,First Visit
S08000015,2012/2013,Ratio,Percent Of Babies,26.6,Exclusively Breastfed,First Visit
S08000015,2012/2013,Ratio,Percent Of Babies,22.95,Breastfed,6 To 8 Week Review
S08000015,2012/2013,Ratio,Percent Of Babies,17.23,Exclusively Breastfed,6 To 8 Week Review
S08000016,2012/2013,Ratio,Percent Of Babies,51.84,Breastfed,First Visit
S08000016,2012/2013,Ratio,Percent Of Babies,41.19,Exclusively Breastfed,First Visit
S08000016,2012/2013,Ratio,Percent Of Babies,42.46,Breastfed,6 To 8 Week Review
S08000016,2012/2013,Ratio,Percent Of Babies,32.74,Exclusively Breastfed,6 To 8 Week Review
S08000017,2012/2013,Ratio,Percent Of Babies,42.11,Breastfed,First Visit
S08000017,2012/2013,Ratio,Percent Of Babies,31.77,Exclusively Breastfed,First Visit
S08000017,2012/2013,Ratio,Percent Of Babies,31.1,Breastfed,6 To 8 Week Review
S08000017,2012/2013,Ratio,Percent Of Babies,22.21,Exclusively Breastfed,6 To 8 Week Review
S08000019,2012/2013,Ratio,Percent Of Babies,40.61,Breastfed,First Visit
S08000019,2012/2013,Ratio,Percent Of Babies,32.19,Exclusively Breastfed,First Visit
S08000019,2012/2013,Ratio,Percent Of Babies,30.64,Breastfed,6 To 8 Week Review
S08000019,2012/2013,Ratio,Percent Of Babies,22.95,Exclusively Breastfed,6 To 8 Week Review
S08000020,2012/2013,Ratio,Percent Of Babies,57.87,Breastfed,First Visit
S08000020,2012/2013,Ratio,Percent Of Babies,42.78,Exclusively Breastfed,First Visit
S08000020,2012/2013,Ratio,Percent Of Babies,45.12,Breastfed,6 To 8 Week Review
S08000020,2012/2013,Ratio,Percent Of Babies,32.37,Exclusively Breastfed,6 To 8 Week Review
S08000022,2012/2013,Ratio,Percent Of Babies,52.47,Breastfed,First Visit
S08000022,2012/2013,Ratio,Percent Of Babies,41.77,Exclusively Breastfed,First Visit
S08000022,2012/2013,Ratio,Percent Of Babies,40.89,Breastfed,6 To 8 Week Review
S08000022,2012/2013,Ratio,Percent Of Babies,31.87,Exclusively Breastfed,6 To 8 Week Review
S08000024,2012/2013,Ratio,Percent Of Babies,60.99,Breastfed,First Visit
S08000024,2012/2013,Ratio,Percent Of Babies,44.55,Exclusively Breastfed,First Visit
S08000024,2012/2013,Ratio,Percent Of Babies,48.16,Breastfed,6 To 8 Week Review
S08000024,2012/2013,Ratio,Percent Of Babies,34.33,Exclusively Breastfed,6 To 8 Week Review
S08000025,2012/2013,Ratio,Percent Of Babies,63.13,Breastfed,First Visit
S08000025,2012/2013,Ratio,Percent Of Babies,46.46,Exclusively Breastfed,First Visit
S08000025,2012/2013,Ratio,Percent Of Babies,55.62,Breastfed,6 To 8 Week Review
S08000025,2012/2013,Ratio,Percent Of Babies,32.02,Exclusively Breastfed,6 To 8 Week Review
S08000026,2012/2013,Ratio,Percent Of Babies,67.38,Breastfed,First Visit
S08000026,2012/2013,Ratio,Percent Of Babies,52.84,Exclusively Breastfed,First Visit
S08000026,2012/2013,Ratio,Percent Of Babies,53.65,Breastfed,6 To 8 Week Review
S08000026,2012/2013,Ratio,Percent Of Babies,42.7,Exclusively Breastfed,6 To 8 Week Review
S08000028,2012/2013,Ratio,Percent Of Babies,47.03,Breastfed,First Visit
S08000028,2012/2013,Ratio,Percent Of Babies,40.18,Exclusively Breastfed,First Visit
S08000028,2012/2013,Ratio,Percent Of Babies,35.11,Breastfed,6 To 8 Week Review
S08000028,2012/2013,Ratio,Percent Of Babies,27.11,Exclusively Breastfed,6 To 8 Week Review
S08000029,2012/2013,Ratio,Percent Of Babies,45.13,Breastfed,First Visit
S08000029,2012/2013,Ratio,Percent Of Babies,35.33,Exclusively Breastfed,First Visit
S08000029,2012/2013,Ratio,Percent Of Babies,32.25,Breastfed,6 To 8 Week Review
S08000029,2012/2013,Ratio,Percent Of Babies,23.47,Exclusively Breastfed,6 To 8 Week Review
S08000030,2012/2013,Ratio,Percent Of Babies,47.8,Breastfed,First Visit
S08000030,2012/2013,Ratio,Percent Of Babies,38.11,Exclusively Breastfed,First Visit
S08000030,2012/2013,Ratio,Percent Of Babies,35.65,Breastfed,6 To 8 Week Review
S08000030,2012/2013,Ratio,Percent Of Babies,26.05,Exclusively Breastfed,6 To 8 Week Review
S08000015,2013/2014,Ratio,Percent Of Babies,35.69,Breastfed,First Visit
S08000015,2013/2014,Ratio,Percent Of Babies,27.63,Exclusively Breastfed,First Visit
S08000015,2013/2014,Ratio,Percent Of Babies,25.98,Breastfed,6 To 8 Week Review
S08000015,2013/2014,Ratio,Percent Of Babies,18.98,Exclusively Breastfed,6 To 8 Week Review
S08000016,2013/2014,Ratio,Percent Of Babies,54.93,Breastfed,First Visit
S08000016,2013/2014,Ratio,Percent Of Babies,41.68,Exclusively Breastfed,First Visit
S08000016,2013/2014,Ratio,Percent Of Babies,43.49,Breastfed,6 To 8 Week Review
S08000016,2013/2014,Ratio,Percent Of Babies,32.06,Exclusively Breastfed,6 To 8 Week Review
S08000017,2013/2014,Ratio,Percent Of Babies,43.29,Breastfed,First Visit
S08000017,2013/2014,Ratio,Percent Of Babies,33.02,Exclusively Breastfed,First Visit
S08000017,2013/2014,Ratio,Percent Of Babies,32.68,Breastfed,6 To 8 Week Review
S08000017,2013/2014,Ratio,Percent Of Babies,23.04,Exclusively Breastfed,6 To 8 Week Review
S08000019,2013/2014,Ratio,Percent Of Babies,39.11,Breastfed,First Visit
S08000019,2013/2014,Ratio,Percent Of Babies,29.82,Exclusively Breastfed,First Visit
S08000019,2013/2014,Ratio,Percent Of Babies,29.7,Breastfed,6 To 8 Week Review
S08000019,2013/2014,Ratio,Percent Of Babies,22.37,Exclusively Breastfed,6 To 8 Week Review
S08000020,2013/2014,Ratio,Percent Of Babies,59.13,Breastfed,First Visit
S08000020,2013/2014,Ratio,Percent Of Babies,46.17,Exclusively Breastfed,First Visit
S08000020,2013/2014,Ratio,Percent Of Babies,47.03,Breastfed,6 To 8 Week Review
S08000020,2013/2014,Ratio,Percent Of Babies,34.59,Exclusively Breastfed,6 To 8 Week Review
S08000022,2013/2014,Ratio,Percent Of Babies,52.29,Breastfed,First Visit
S08000022,2013/2014,Ratio,Percent Of Babies,41.28,Exclusively Breastfed,First Visit
S08000022,2013/2014,Ratio,Percent Of Babies,40.38,Breastfed,6 To 8 Week Review
S08000022,2013/2014,Ratio,Percent Of Babies,31.37,Exclusively Breastfed,6 To 8 Week Review
S08000024,2013/2014,Ratio,Percent Of Babies,62.39,Breastfed,First Visit
S08000024,2013/2014,Ratio,Percent Of Babies,44.43,Exclusively Breastfed,First Visit
S08000024,2013/2014,Ratio,Percent Of Babies,50.18,Breastfed,6 To 8 Week Review
S08000024,2013/2014,Ratio,Percent Of Babies,35.5,Exclusively Breastfed,6 To 8 Week Review
S08000025,2013/2014,Ratio,Percent Of Babies,70.39,Breastfed,First Visit
S08000025,2013/2014,Ratio,Percent Of Babies,58.66,Exclusively Breastfed,First Visit
S08000025,2013/2014,Ratio,Percent Of Babies,62.2,Breastfed,6 To 8 Week Review
S08000025,2013/2014,Ratio,Percent Of Babies,44.51,Exclusively Breastfed,6 To 8 Week Review
S08000026,2013/2014,Ratio,Percent Of Babies,65.96,Breastfed,First Visit
S08000026,2013/2014,Ratio,Percent Of Babies,51.91,Exclusively Breastfed,First Visit
S08000026,2013/2014,Ratio,Percent Of Babies,55.36,Breastfed,6 To 8 Week Review
S08000026,2013/2014,Ratio,Percent Of Babies,42.49,Exclusively Breastfed,6 To 8 Week Review
S08000028,2013/2014,Ratio,Percent Of Babies,50,Breastfed,First Visit
S08000028,2013/2014,Ratio,Percent Of Babies,39.92,Exclusively Breastfed,First Visit
S08000028,2013/2014,Ratio,Percent Of Babies,40.54,Breastfed,6 To 8 Week Review
S08000028,2013/2014,Ratio,Percent Of Babies,32.43,Exclusively Breastfed,6 To 8 Week Review
S08000029,2013/2014,Ratio,Percent Of Babies,46.44,Breastfed,First Visit
S08000029,2013/2014,Ratio,Percent Of Babies,35.48,Exclusively Breastfed,First Visit
S08000029,2013/2014,Ratio,Percent Of Babies,34.54,Breastfed,6 To 8 Week Review
S08000029,2013/2014,Ratio,Percent Of Babies,24.89,Exclusively Breastfed,6 To 8 Week Review
S08000030,2013/2014,Ratio,Percent Of Babies,47.85,Breastfed,First Visit
S08000030,2013/2014,Ratio,Percent Of Babies,37.1,Exclusively Breastfed,First Visit
S08000030,2013/2014,Ratio,Percent Of Babies,35.01,Breastfed,6 To 8 Week Review
S08000030,2013/2014,Ratio,Percent Of Babies,25.56,Exclusively Breastfed,6 To 8 Week Review
S08000015,2014/2015,Ratio,Percent Of Babies,34.5,Breastfed,First Visit
S08000015,2014/2015,Ratio,Percent Of Babies,25.85,Exclusively Breastfed,First Visit
S08000015,2014/2015,Ratio,Percent Of Babies,24.71,Breastfed,6 To 8 Week Review
S08000015,2014/2015,Ratio,Percent Of Babies,18.59,Exclusively Breastfed,6 To 8 Week Review
S08000016,2014/2015,Ratio,Percent Of Babies,53.31,Breastfed,First Visit
S08000016,2014/2015,Ratio,Percent Of Babies,43.06,Exclusively Breastfed,First Visit
S08000016,2014/2015,Ratio,Percent Of Babies,45.7,Breastfed,6 To 8 Week Review
S08000016,2014/2015,Ratio,Percent Of Babies,34.82,Exclusively Breastfed,6 To 8 Week Review
S08000017,2014/2015,Ratio,Percent Of Babies,40.67,Breastfed,First Visit
S08000017,2014/2015,Ratio,Percent Of Babies,31.58,Exclusively Breastfed,First Visit
S08000017,2014/2015,Ratio,Percent Of Babies,32.21,Breastfed,6 To 8 Week Review
S08000017,2014/2015,Ratio,Percent Of Babies,24.46,Exclusively Breastfed,6 To 8 Week Review
S08000019,2014/2015,Ratio,Percent Of Babies,40.54,Breastfed,First Visit
S08000019,2014/2015,Ratio,Percent Of Babies,29.85,Exclusively Breastfed,First Visit
S08000019,2014/2015,Ratio,Percent Of Babies,31.57,Breastfed,6 To 8 Week Review
S08000019,2014/2015,Ratio,Percent Of Babies,23.41,Exclusively Breastfed,6 To 8 Week Review
S08000020,2014/2015,Ratio,Percent Of Babies,59.33,Breastfed,First Visit
S08000020,2014/2015,Ratio,Percent Of Babies,44.16,Exclusively Breastfed,First Visit
S08000020,2014/2015,Ratio,Percent Of Babies,47.07,Breastfed,6 To 8 Week Review
S08000020,2014/2015,Ratio,Percent Of Babies,34.54,Exclusively Breastfed,6 To 8 Week Review
S08000022,2014/2015,Ratio,Percent Of Babies,49.76,Breastfed,First Visit
S08000022,2014/2015,Ratio,Percent Of Babies,38.8,Exclusively Breastfed,First Visit
S08000022,2014/2015,Ratio,Percent Of Babies,39.95,Breastfed,6 To 8 Week Review
S08000022,2014/2015,Ratio,Percent Of Babies,30.35,Exclusively Breastfed,6 To 8 Week Review
S08000024,2014/2015,Ratio,Percent Of Babies,63.52,Breastfed,First Visit
S08000024,2014/2015,Ratio,Percent Of Babies,44.87,Exclusively Breastfed,First Visit
S08000024,2014/2015,Ratio,Percent Of Babies,51.39,Breastfed,6 To 8 Week Review
S08000024,2014/2015,Ratio,Percent Of Babies,36.13,Exclusively Breastfed,6 To 8 Week Review
S08000025,2014/2015,Ratio,Percent Of Babies,64.33,Breastfed,First Visit
S08000025,2014/2015,Ratio,Percent Of Babies,54.97,Exclusively Breastfed,First Visit
S08000025,2014/2015,Ratio,Percent Of Babies,55.49,Breastfed,6 To 8 Week Review
S08000025,2014/2015,Ratio,Percent Of Babies,48.17,Exclusively Breastfed,6 To 8 Week Review
S08000026,2014/2015,Ratio,Percent Of Babies,68.87,Breastfed,First Visit
S08000026,2014/2015,Ratio,Percent Of Babies,57.98,Exclusively Breastfed,First Visit
S08000026,2014/2015,Ratio,Percent Of Babies,57.03,Breastfed,6 To 8 Week Review
S08000026,2014/2015,Ratio,Percent Of Babies,48.05,Exclusively Breastfed,6 To 8 Week Review
S08000028,2014/2015,Ratio,Percent Of Babies,49.74,Breastfed,First Visit
S08000028,2014/2015,Ratio,Percent Of Babies,40.74,Exclusively Breastfed,First Visit
S08000028,2014/2015,Ratio,Percent Of Babies,38.28,Breastfed,6 To 8 Week Review
S08000028,2014/2015,Ratio,Percent Of Babies,27.27,Exclusively Breastfed,6 To 8 Week Review
S08000029,2014/2015,Ratio,Percent Of Babies,44.08,Breastfed,First Visit
S08000029,2014/2015,Ratio,Percent Of Babies,33.92,Exclusively Breastfed,First Visit
S08000029,2014/2015,Ratio,Percent Of Babies,33.33,Breastfed,6 To 8 Week Review
S08000029,2014/2015,Ratio,Percent Of Babies,23.89,Exclusively Breastfed,6 To 8 Week Review
S08000030,2014/2015,Ratio,Percent Of Babies,48.47,Breastfed,First Visit
S08000030,2014/2015,Ratio,Percent Of Babies,37.4,Exclusively Breastfed,First Visit
S08000030,2014/2015,Ratio,Percent Of Babies,36.32,Breastfed,6 To 8 Week Review
S08000030,2014/2015,Ratio,Percent Of Babies,26.73,Exclusively Breastfed,6 To 8 Week Review
S08000015,2015/2016,Ratio,Percent Of Babies,34.43,Breastfed,First Visit
S08000015,2015/2016,Ratio,Percent Of Babies,24.46,Exclusively Breastfed,First Visit
S08000015,2015/2016,Ratio,Percent Of Babies,23.91,Breastfed,6 To 8 Week Review
S08000015,2015/2016,Ratio,Percent Of Babies,16.84,Exclusively Breastfed,6 To 8 Week Review
S08000016,2015/2016,Ratio,Percent Of Babies,52.29,Breastfed,First Visit
